Your Title,Title-Level,Gender,Location,City,Global Region,Current Tenure,Was your previous role a CISO / Head of Security position?,Current Company Size,Industry,Company Structure,Title of person you report to?,Compensation Currency,Base-Converted,Bonus-Converted,Equity-Converted,Total Comp-Converted,Which of the following functions fall under your direct responsibility and decision-making authority?,Team Size,How often do you present to the Board of Directors?,Did your most recent employment offer include a hiring bonus?,Amount of employment offer bonus?,Employment Bonus - Converted,Have you pre-negotiated a severance agreement as part of your employment?,Are you currently included in the following?,Do you have a negotiated accelerated vesting clause / early termination agreement?,Are you currently on a Board of Directors?,Are you currently on a Board of Advisors?,Are you compensated for your Advisor role?,What is the primary measure you use to justify your security budget requirements?,Do you have a personal liability insurance policy in place?,"When it comes to AI security, which area do you believe should receive the highest spending priority within the CISO’s security program?",How would you rate your organization’s current maturity in the area of AI governance and risk management?,What percentage of your organization’s overall annual information security budget do you plan to allocate to AI security?,Which aspect of AI governance and risk management poses the greatest challenge for your organization today?,What are your greatest concerns regarding AI tools in your organization?,Which AI risk management or governance frameworks is your organization currently using or planning to adopt?,Which attack vectors are your organization's highest security priorities for 2026?,"How confident are you in your internal team’s capability to evaluate and verify technical depth, leadership, and domain fit when sourcing security candidates?",Which trade-offs make hiring a security leader most difficult or costly for your organization?,Is your organization planning / considering on hiring a dedicated AI Security Leader,Record_Type,Role_Bucket,Company
Chief Information Officer,CIO,Male,"Minneapolis, MN, USA",Minneapolis,North America,58,Yes,"5000 - 9,999 employees",Government,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),420000,"$362,000",1000000,1782000,"AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Physical Security / Executive Protection,Security Operations,Third Party Risk Management (TPRM)",17,At least quarterly,Yes,"$250,000","$250,000",No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,10,Establishing regulatory compliance and auditability for AI systems,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls","NIST AI Risk Management Framework (AI RMF),None at this time","AI-enhanced attacks,API security,Cloud misconfigurations,Third party risk attacks",Somewhat confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",No,Synthetic,CIO,American Tower
Chief Information Officer,CIO,Female,"Los Angeles, CA, USA",Los Angeles,North America,57,No,"25,000+ employees",Healthcare,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),470000,"$96,000","$659,000",1225000,"AI Data Protection / Privacy and Security,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Physical Security / Executive Protection,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",31,At least quarterly,No,,,No,Neither,No,No,No,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,5,Ensuring transparency and explainability of AI-driven decisions,"Dependency on AI vendors with unclear security practices,Shadow AI usage bypassing security controls",EU AI Act requirements (compliance-driven),"AI-enhanced attacks,Third party risk attacks",Not confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Wells Fargo
Chief Information Officer,CIO,Male,"San Antonio, USA",San Antonio,North America,35,Yes,"5000 - 9,999 employees",Retail,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),405000,"$242,000","$400,000",1047000,"AI Data Protection / Privacy and Security,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Physical Security / Executive Protection,Post-Quantum Cryptography (PQC)",14,Per request,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,3,Managing third-party/vendor AI risk,"Dependency on AI vendors with unclear security practices,Shadow AI usage bypassing security controls",EU AI Act requirements (compliance-driven),"Cloud misconfigurations,Other",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Pfizer
Chief Information Officer,CIO,Female,"Houston, TX, USA",Houston,North America,76,Yes,"5000 - 9,999 employees",Retail,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),555555,"$94,000","$551,000",1200555,"AI Data Protection / Privacy and Security,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",10,At least quarterly,No,,,Yes,Neither,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,Third-party/vendor AI risk management,Initial / ad hoc efforts,8,Aligning AI security with enterprise risk management frameworks,AI decision-making in security tools creating blind spots,"EU AI Act requirements (compliance-driven),NIST AI Risk Management Framework (AI RMF)","API security,Cloud misconfigurations,Insider threats,Mobile / BYOD threats,Ransomware",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",I am the AI Security leader,Synthetic,CIO,Nike
Chief Information Officer,CIO,Male,"Columbus, OH, USA",Columbus,North America,43,Yes,"5000 - 9,999 employees",Entertainment,Publicly Traded Company,General Counsel / Chief Legal Officer,USD (U.S. Dollar),490000,"$167,000","$583,000",1240000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,GRC,Incident Response,Privacy,Product Security / AppSec,Security Operations",12,At least quarterly,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,No,Yes (Cash and / or Equity),Attack Surface / Risk Assessment,Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,25,Shadow AI,"Data exposure/privacy breaches,Intellectual property theft through AI platforms,Regulatory compliance violations,Shadow AI usage bypassing security controls",None at this time,"Cloud misconfigurations,Phishing/social engineering,Third party risk attacks",Somewhat confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Humana
CIO,CIO,Male,Austin,Austin,North America,55,Yes,"5000 - 9,999 employees",Enterprise Software,Publicly Traded Company,COO / President,USD (U.S. Dollar),430000,"$74,000","$760,000",1264000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,AI Safety & Reliability,Post-Quantum Cryptography (PQC),Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",450,At least quarterly,Yes,"$250,000.00","$250,000.00",Yes,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,Yes,Yes,Yes (Cash and / or Equity),"Percentage of company revenue,Financial and/or Risk-Based Metrics,Compliance and Regulatory Fine(s) Avoidance,Attack Surface / Risk Assessment,Business Impact,Other",Yes,Workforce training and upskilling on AI risks,Developing but inconsistent,10,Shadow AI,"Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls,AI decision-making in security tools creating blind spots",ISO/IEC 23894 (AI Risk Management),"Identity/credential theft,Insider threats,Phishing/social engineering",Very confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Actual,CIO,
CIO,CIO,Male,"Atlanta, GA, USA",Atlanta,North America,41,No,1000 - 4999 employees,Industrial / Manufacturing,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),335000,"$63,000","$355,000",753000,"AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Security Operations,Third Party Risk Management (TPRM)",132,Per request,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,No,No,"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance",No,Third-party/vendor AI risk management,Developing but inconsistent,0,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Integration with critical systems creating attack vectors","ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","AI-enhanced attacks,Insider threats",Somewhat confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring,Time spent screening unqualified candidates",No,Synthetic,CIO,UPS
CIO,CIO,Male,"Dallas, TX, USA",Dallas,North America,2,Yes,500 - 999 employees,Banking / Financial Services,Publicly Traded Company,CEO,USD (U.S. Dollar),310000,77000,"$420,000",807000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,GRC,Incident Response,Security Operations,Third Party Risk Management (TPRM)",56,I do not report to the Board of Directors,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",Yes,No,Yes,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance",Yes,Monitoring and detection for AI-driven threats,Developing but inconsistent,1,Shadow AI,"Dependency on AI vendors with unclear security practices,Regulatory compliance violations","Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF),None at this time","AI-enhanced attacks,Cloud misconfigurations,Other,Phishing/social engineering,Third party risk attacks",Not confident,Competing with salary expectations in the market,No,Synthetic,CIO,Palo Alto Networks
CIO,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,15,Yes,< 250 employees,Education,Publicly Traded Company,CEO,USD (U.S. Dollar),400000,"$40,000","$430,000",870000,"AI Governance / Risk Management and Policy,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Privacy,Security Operations",17,At least quarterly,No,,,Yes,"Corporate Directors & Officers (D&O) Policy, Corporate Indemnification Policy",No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Other",No,Workforce training and upskilling on AI risks,Developing but inconsistent,15,Defining clear accountability/ownership for AI risk across the business,"AI decision-making in security tools creating blind spots,Integration with critical systems creating attack vectors,Intellectual property theft through AI platforms",ISO/IEC 23894 (AI Risk Management),"Cloud misconfigurations,Insider threats,Ransomware",Not confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CIO,Intel
CIO,CIO,Male,"New York, NY, USA",NYC Metro,North America,9,Yes,500 - 999 employees,Industrial / Manufacturing,Publicly Traded Company,CEO,USD (U.S. Dollar),420000,"$71,000","$414,000",905000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Fraud,GRC,Incident Response,Other,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",6,At least semi-annually,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,No,"Compliance and Regulatory Fine(s) Avoidance,Other",Yes,Monitoring and detection for AI-driven threats,Established and repeatable,5,Ensuring transparency and explainability of AI-driven decisions,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors,Intellectual property theft through AI platforms,Shadow AI usage bypassing security controls",Internal / proprietary AI risk framework,"Phishing/social engineering,Ransomware",Not confident,Competing with salary expectations in the market,No,Synthetic,CIO,Snowflake
CIO,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,43,No,< 250 employees,Education,Publicly Traded Company,CEO,USD (U.S. Dollar),375000,"$57,000","$183,000",615000,"AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Safety & Reliability,Identity & Access Management / IAM,Incident Response,Other,Post-Quantum Cryptography (PQC),Security Operations,Third Party Risk Management (TPRM)",1,At least quarterly,No,,,No,Corporate Directors & Officers (D&O) Policy,Yes,No,No,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",Yes,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,4,Defining clear accountability/ownership for AI risk across the business,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches,Intellectual property theft through AI platforms,Shadow AI usage bypassing security controls","Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF)","AI-enhanced attacks,Cloud misconfigurations,Phishing/social engineering,Ransomware,Third party risk attacks",Very confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",Already have a dedicated AI Security leader in place,Synthetic,CIO,Palo Alto Networks
CIO,CIO,Male,"Seattle, WA, USA",Seattle,North America,18,No,1000 - 4999 employees,Cloud Security,Publicly Traded Company,COO / President,USD (U.S. Dollar),515000,"$72,000","$430,000",1017000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Fraud,Identity & Access Management / IAM,Incident Response,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",36,At least quarterly,Yes,"$25,000","$25,000",No,Neither,No,Yes,No,No,"Financial and/or Risk-Based Metrics,Percentage of company revenue",No,Monitoring and detection for AI-driven threats,Established and repeatable,5,Aligning AI security with enterprise risk management frameworks,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors",EU AI Act requirements (compliance-driven),"API security,Third party risk attacks",Not confident,"Location (RTO) constraints limiting hiring,Uncertainty in defining the right skills and profile for the role",No,Synthetic,CIO,Fidelity
CIO,CIO,Male,Remote,Remote,North America,73,Yes,500 - 999 employees,Financial Services,Publicly Traded Company,CEO,USD (U.S. Dollar),435000,89000,"$220,000",744000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,Incident Response,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Product Security / AppSec",36,At least annually,Yes,"$100,000","$100,000",Yes,Corporate Indemnification Policy,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",Yes,Workforce training and upskilling on AI risks,Established and repeatable,3,Establishing regulatory compliance and auditability for AI systems,AI decision-making in security tools creating blind spots,Internal / proprietary AI risk framework,"Cloud misconfigurations,Ransomware,Third party risk attacks",Somewhat confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CIO,Datadog
CIO,CIO,Male,"San Francisco, CA, USA",Bay Area,North America,3,Yes,"25,000+ employees",Education,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),465000,"$126,000","$604,000",1195000,"AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Fraud,GRC,Incident Response,Post-Quantum Cryptography (PQC),Security Operations,Third Party Risk Management (TPRM)",14,At least annually,No,,,No,Neither,No,No,No,Yes (Cash and / or Equity),Business Impact,No,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,0,Shadow AI,Shadow AI usage bypassing security controls,"EU AI Act requirements (compliance-driven),NIST AI Risk Management Framework (AI RMF)","API security,Identity/credential theft",Somewhat confident,Risk of hiring someone who looks good on paper but lacks depth,No,Synthetic,CIO,Proofpoint
CIO,CIO,Female,"Charleston, SC, USA",Charleston,North America,56,Yes,"25,000+ employees",Enterprise Software,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),400000,"$76,000","$1,365,000",1841000,"AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Other,Physical Security / Executive Protection,Privacy,Product Security / AppSec,Security Operations",48,At least quarterly,No,,,No,Neither,No,Yes,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,Workforce training and upskilling on AI risks,Developing but inconsistent,0,Shadow AI,"Regulatory compliance violations,Shadow AI usage bypassing security controls","ISO/IEC 23894 (AI Risk Management),Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF)","Cloud misconfigurations,Phishing/social engineering,Third party risk attacks",Somewhat confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates",No,Synthetic,CIO,Fortinet
CIO,CIO,Male,"New York, NY, USA",NYC Metro,North America,37,No,"10,000 - 25,000 employees",Healthcare,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),455000,"$82,000",1000000,1537000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI/ML Security Engineering,Corp IT Security / Enterprise Security,GRC,Incident Response,Infrastructure Engineering / Operations,Privacy,Product Security / AppSec",141,At least quarterly,No,,,No,Corporate Directors & Officers (D&O) Policy,Yes,Yes,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact,Financial and/or Risk-Based Metrics",No,Other,Established and repeatable,0,Shadow AI,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices",NIST AI Risk Management Framework (AI RMF),"Insider threats,Phishing/social engineering",Somewhat confident,"Location (RTO) constraints limiting hiring,Time spent screening unqualified candidates",Already have a dedicated AI Security leader in place,Synthetic,CIO,Lam Research
CIO & CISO,CIO,Male,New York/NY/USA,NYC Metro,North America,120,Yes,< 250 employees,Financial Services,Publicly Traded Company,COO / President,USD (U.S. Dollar),375000,"$180,000","$440,000",995000,"AI Data Protection / Privacy and Security,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Physical Security / Executive Protection,Security Operations,Third Party Risk Management (TPRM)",30,At least semi-annually,No,,,No,"Corporate Indemnification Policy,Corporate Directors & Officers (D&O) Policy",No,Yes,Yes,No,"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics,Percentage of company revenue,Attack Surface / Risk Assessment",No,Third-party/vendor AI risk management,Initial / ad hoc efforts,1,Shadow AI,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls,AI-generated content being used in social engineering attacks,Regulatory compliance violations",ISO/IEC 23894 (AI Risk Management),"Cloud misconfigurations,Identity/credential theft,Insider threats,Mobile / BYOD threats,Phishing/social engineering,Ransomware,Third party risk attacks,Zero-day exploits",Somewhat confident,"Time spent screening unqualified candidates,Risk of hiring someone who looks good on paper but lacks depth",No,Actual,CISO,
