Your Title,Title-Level,Gender,Location,City,Global Region,Current Tenure,Was your previous role a CISO / Head of Security position?,Current Company Size,Industry,Company Structure,Title of person you report to?,Compensation Currency,Base-Converted,Bonus-Converted,Equity-Converted,Total Comp-Converted,Which of the following functions fall under your direct responsibility and decision-making authority?,Team Size,How often do you present to the Board of Directors?,Did your most recent employment offer include a hiring bonus?,Amount of employment offer bonus?,Employment Bonus - Converted,Have you pre-negotiated a severance agreement as part of your employment?,Are you currently included in the following?,Do you have a negotiated accelerated vesting clause / early termination agreement?,Are you currently on a Board of Directors?,Are you currently on a Board of Advisors?,Are you compensated for your Advisor role?,What is the primary measure you use to justify your security budget requirements?,Do you have a personal liability insurance policy in place?,"When it comes to AI security, which area do you believe should receive the highest spending priority within the CISO’s security program?",How would you rate your organization’s current maturity in the area of AI governance and risk management?,What percentage of your organization’s overall annual information security budget do you plan to allocate to AI security?,Which aspect of AI governance and risk management poses the greatest challenge for your organization today?,What are your greatest concerns regarding AI tools in your organization?,Which AI risk management or governance frameworks is your organization currently using or planning to adopt?,Which attack vectors are your organization's highest security priorities for 2026?,"How confident are you in your internal team’s capability to evaluate and verify technical depth, leadership, and domain fit when sourcing security candidates?",Which trade-offs make hiring a security leader most difficult or costly for your organization?,Is your organization planning / considering on hiring a dedicated AI Security Leader,Record_Type,Role_Bucket,Company
Chief Information Officer,CIO,Male,"Salt Lake City, UT, USA",Salt Lake City,North America,30,No,"5000 - 9,999 employees",HealthTech,Privately Held Company,Chief Information Officer,USD (U.S. Dollar),"$654,699",$0,"$838,861","$1,493,560","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Third Party Risk Management (TPRM)",7,I do not report to the Board of Directors,No,,,No,Not Sure,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",Yes,Third-party/vendor AI risk management,Initial / ad hoc efforts,1,Defining clear accountability/ownership for AI risk across the business,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Insider threats",Somewhat confident,Risk of hiring someone who looks good on paper but lacks depth,I am the AI Security leader,Synthetic,CIO,World Wide Technology
Chief Information Officer,CIO,Male,"San Diego, CA, USA",San Diego,North America,12,Yes,"5000 - 9,999 employees",Big Data / Analytics,Privately Held Company,Chief Technology Officer,USD (U.S. Dollar),"$617,514","$182,327","$663,007","$1,462,848","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations",24,At least semi-annually,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,Yes,No,"Attack Surface / Risk Assessment,Business Impact,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,5,Establishing regulatory compliance and auditability for AI systems,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,IoT/OT device vulnerabilities,Other,Third party risk attacks",Not confident,"Competing with salary expectations in the market,Uncertainty in defining the right skills and profile for the role",No,Synthetic,CIO,Medidata
Chief Information Officer,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,5,Yes,"5000 - 9,999 employees",Logistics / Transportation,Privately Held Company,Chief Information Officer,USD (U.S. Dollar),"$574,348","$156,138","$822,899","$1,553,385","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Privacy,Product Security / AppSec,Third Party Risk Management (TPRM)",324,Per request,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,Yes,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,10,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors,Regulatory compliance violations",Internal / proprietary AI risk framework,"Cloud misconfigurations,Identity/credential theft",Not confident,"Other,Time spent screening unqualified candidates",I am the AI Security leader,Synthetic,CIO,HackerOne
Chief Information Officer,CIO,Male,"Salt Lake City, UT, USA",Salt Lake City,North America,9,No,"5000 - 9,999 employees",Financial Services,Privately Held Company,Chief Information Officer,USD (U.S. Dollar),"$517,808","$70,340","$775,393","$1,363,541","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",6,I do not report to the Board of Directors,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",No,Other,Established and repeatable,20,Defining clear accountability/ownership for AI risk across the business,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices","NIST AI Risk Management Framework (AI RMF),None at this time","API security,Identity/credential theft",Somewhat confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Wiz
CIO,CIO,Prefer not to answer,"Salt Lake City, UT, USA",Salt Lake City,North America,12,Yes,"5000 - 9,999 employees",Enterprise Software,Privately Held Company,COO / President,USD (U.S. Dollar),"$549,729","$125,457","$1,099,120","$1,774,306","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,Corp IT Security / Enterprise Security,GRC,Incident Response,Physical Security / Executive Protection,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",1,I do not report to the Board of Directors,No,,,Yes,Neither,No,No,No,No,"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance,Other",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,5,Shadow AI,"Intellectual property theft through AI platforms,Regulatory compliance violations",Other,"AI-enhanced attacks,API security,Cloud misconfigurations,Identity/credential theft",Very confident,Risk of hiring someone who looks good on paper but lacks depth,Already have a dedicated AI Security leader in place,Synthetic,CIO,Bugcrowd
Chief Information Officer,CIO,Male,"Philadelphia, PA, USA",Philadelphia,North America,5,No,"5000 - 9,999 employees",Food & Beverage,Publicly Traded Company,General Counsel / Chief Legal Officer,USD (U.S. Dollar),"$426,645","$70,340","$901,780","$1,398,765","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Product Security / AppSec,Security Operations",4,Per request,No,,,No,"Corporate Indemnification Policy,Corporate Directors & Officers (D&O) Policy",Yes,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,0,Managing third-party/vendor AI risk,Shadow AI usage bypassing security controls,NIST AI Risk Management Framework (AI RMF),"API security,Identity/credential theft",Don't Know / Not applicable,Uncertainty in defining the right skills and profile for the role,No,Synthetic,CIO,PepsiCo
Chief Information Officer,CIO,Male,"Washington, DC, USA",DMV,North America,24,Yes,"5000 - 9,999 employees",Banking / Financial Services,Publicly Traded Company,COO / President,USD (U.S. Dollar),"$718,018","$186,161","$1,244,432","$2,148,611","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",84,At least quarterly,No,,,No,Corporate Indemnification Policy,No,No,No,No,"Business Impact,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,5,Other,"Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls","Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF),Other","Mobile / BYOD threats,Third party risk attacks",Very confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring,Time spent screening unqualified candidates",I am the AI Security leader,Synthetic,CIO,Chevron
Chief Information Officer,CIO,Male,"New York, NY, USA",NYC Metro,North America,25,Yes,"5000 - 9,999 employees",Healthcare,Publicly Traded Company,General Counsel / Chief Legal Officer,USD (U.S. Dollar),"$789,135","$170,485","$990,379","$1,949,999","AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Safety & Reliability,Corp IT Security / Enterprise Security,GRC,Incident Response,Infrastructure Engineering / Operations,Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",6,At least semi-annually,Yes,"$25,000","$25,000",No,Not Sure,No,No,Yes,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,10,Defining clear accountability/ownership for AI risk across the business,"Regulatory compliance violations,Shadow AI usage bypassing security controls","EU AI Act requirements (compliance-driven),ISO/IEC 23894 (AI Risk Management)","Cloud misconfigurations,Third party risk attacks",Somewhat confident,Uncertainty in defining the right skills and profile for the role,No,Synthetic,CIO,BlackRock
Chief Information Officer,CIO,Male,"New York, NY, USA",NYC Metro,North America,17,Yes,"5000 - 9,999 employees",Banking / Financial Services,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),"$743,721","$131,754","$1,598,196","$2,473,671","AI Ethics & Responsible Use,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Security Operations",15,At least annually,No,,,No,Not Sure,No,No,No,Yes (Cash and / or Equity),Financial and/or Risk-Based Metrics,No,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,3,Managing third-party/vendor AI risk,"Integration with critical systems creating attack vectors,Intellectual property theft through AI platforms",OECD AI Principles / other international guidelines,"AI-enhanced attacks,Identity/credential theft",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,UnitedHealth Group
Chief Information Officer,CIO,Male,"Boston, MA, USA",Boston,North America,31,Yes,"5000 - 9,999 employees",FinTech,Publicly Traded Company,General Counsel / Chief Legal Officer,USD (U.S. Dollar),"$794,068","$77,697","$1,017,945","$1,889,710","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",24,At least quarterly,Yes,"$200,000","$200,000",Yes,"Corporate Directors & Officers (D&O) Policy, Corporate Indemnification Policy",No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Third-party/vendor AI risk management,Developing but inconsistent,1,Shadow AI,Integration with critical systems creating attack vectors,Internal / proprietary AI risk framework,"Identity/credential theft,Third party risk attacks",Somewhat confident,"Location (RTO) constraints limiting hiring,Time spent screening unqualified candidates",No,Synthetic,CIO,PayPal
Chief Information Officer,CIO,Male,"Seattle, WA, USA",Seattle,North America,4,No,"5000 - 9,999 employees",Cloud Security,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),"$426,645","$227,637","$1,380,361","$2,034,643","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Incident Response,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",30,At least annually,No,,,No,Neither,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,2,Shadow AI,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors","EU AI Act requirements (compliance-driven),ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","Cloud misconfigurations,Phishing/social engineering",Somewhat confident,"Other,Time spent screening unqualified candidates",Yes,Synthetic,CIO,MGM Resorts
Chief Information Officer,CIO,Male,"Raleigh, NC, USA",Raleigh - Durham,North America,69,Yes,"5000 - 9,999 employees",Industrial / Manufacturing,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),"$793,604","$77,697","$1,044,065","$1,915,366","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",10,I do not report to the Board of Directors,No,,,No,Not Sure,No,No,Yes,No,"Attack Surface / Risk Assessment,Other",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,10,Managing third-party/vendor AI risk,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches,Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Ransomware",Very confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Merck
Chief Information Officer,CIO,Female,"Kansas City, MO, USA",Kansas City,North America,38,Yes,"5000 - 9,999 employees",Enterprise Software,Publicly Traded Company,Chief Financial Officer,USD (U.S. Dollar),"$785,462","$77,697","$1,435,385","$2,298,544","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Enterprise Risk,GRC,Incident Response,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Product Security / AppSec",12,At least annually,Yes,"$200,000","$200,000",No,Not Sure,No,No,Yes,No,"Attack Surface / Risk Assessment,Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,2,Defining clear accountability/ownership for AI risk across the business,"Regulatory compliance violations,Shadow AI usage bypassing security controls",Other,"AI-enhanced attacks,Identity/credential theft,Insider threats,Phishing/social engineering,Third party risk attacks",Very confident,"Lack of alignment on the role requirements,Location (RTO) constraints limiting hiring,Time spent screening unqualified candidates",No,Synthetic,CIO,ConocoPhillips
Chief Information Officer,CIO,Male,"Charlotte, NC, USA",Charlotte,North America,5,Yes,"5000 - 9,999 employees",Consumer Packaged Goods,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),"$651,506","$210,096","$1,638,245","$2,499,847","AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,GRC,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations",30,Per request,Yes,"$100,000","$100,000",No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",Yes,No,No,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Third-party/vendor AI risk management,Established and repeatable,5,Managing third-party/vendor AI risk,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches",EU AI Act requirements (compliance-driven),"AI-enhanced attacks,API security,Insider threats,Ransomware,Third party risk attacks",Not confident,Location (RTO) constraints limiting hiring,No,Synthetic,CIO,Zscaler
Chief Information Officer,CIO,Male,"Minneapolis, MN, USA",Minneapolis,North America,58,Yes,"5000 - 9,999 employees",Government,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),"$509,163",$0,"$1,688,067","$2,197,230","AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Physical Security / Executive Protection,Security Operations,Third Party Risk Management (TPRM)",17,At least quarterly,Yes,"$250,000","$250,000",No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,10,Establishing regulatory compliance and auditability for AI systems,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls","NIST AI Risk Management Framework (AI RMF),None at this time","AI-enhanced attacks,API security,Cloud misconfigurations,Third party risk attacks",Somewhat confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",No,Synthetic,CIO,American Tower
Chief Information Officer,CIO,Male,"San Antonio, USA",San Antonio,North America,35,Yes,"5000 - 9,999 employees",Retail,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),"$450,000",$0,"$999,816","$1,449,816","AI Data Protection / Privacy and Security,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Physical Security / Executive Protection,Post-Quantum Cryptography (PQC)",14,Per request,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,3,Managing third-party/vendor AI risk,"Dependency on AI vendors with unclear security practices,Shadow AI usage bypassing security controls",EU AI Act requirements (compliance-driven),"Cloud misconfigurations,Other",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Pfizer
Chief Information Officer,CIO,Female,"Houston, TX, USA",Houston,North America,76,Yes,"5000 - 9,999 employees",Retail,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),"$426,645",$0,"$1,307,903","$1,734,548","AI Data Protection / Privacy and Security,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",10,At least quarterly,No,,,Yes,Neither,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,Third-party/vendor AI risk management,Initial / ad hoc efforts,8,Aligning AI security with enterprise risk management frameworks,AI decision-making in security tools creating blind spots,"EU AI Act requirements (compliance-driven),NIST AI Risk Management Framework (AI RMF)","API security,Cloud misconfigurations,Insider threats,Mobile / BYOD threats,Ransomware",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",I am the AI Security leader,Synthetic,CIO,Nike
Chief Information Officer,CIO,Male,"Columbus, OH, USA",Columbus,North America,43,Yes,"5000 - 9,999 employees",Entertainment,Publicly Traded Company,General Counsel / Chief Legal Officer,USD (U.S. Dollar),"$450,000",$0,"$1,335,778","$1,785,778","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,GRC,Incident Response,Privacy,Product Security / AppSec,Security Operations",12,At least quarterly,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,No,Yes (Cash and / or Equity),Attack Surface / Risk Assessment,Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,25,Shadow AI,"Data exposure/privacy breaches,Intellectual property theft through AI platforms,Regulatory compliance violations,Shadow AI usage bypassing security controls",None at this time,"Cloud misconfigurations,Phishing/social engineering,Third party risk attacks",Somewhat confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Humana
CIO,CIO,Male,Austin,Austin,North America,55,Yes,"5000 - 9,999 employees",Enterprise Software,Publicly Traded Company,COO / President,USD (U.S. Dollar),"$659,232","$133,564","$1,641,612","$2,434,408","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,AI Safety & Reliability,Post-Quantum Cryptography (PQC),Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",450,At least quarterly,Yes,"$250,000.00","$250,000.00",Yes,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,Yes,Yes,Yes (Cash and / or Equity),"Percentage of company revenue,Financial and/or Risk-Based Metrics,Compliance and Regulatory Fine(s) Avoidance,Attack Surface / Risk Assessment,Business Impact,Other",Yes,Workforce training and upskilling on AI risks,Developing but inconsistent,10,Shadow AI,"Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls,AI decision-making in security tools creating blind spots",ISO/IEC 23894 (AI Risk Management),"Identity/credential theft,Insider threats,Phishing/social engineering",Very confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Actual,CIO,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,959236.6212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
